0.284103,0.188751,0.243050,0.091306,0.192791
0.595689,0.404310,0.000000,0.000001,0.000000
0.676981,0.323018,0.000000,0.000001,0.000000
0.641279,0.204861,0.088298,0.059878,0.005684
0.654215,0.195720,0.092584,0.051589,0.005891
0.566434,0.199748,0.159729,0.047701,0.026389
0.547654,0.210992,0.154586,0.061430,0.025337
0.404334,0.228945,0.239985,0.047544,0.079192
0.408729,0.228146,0.242419,0.041533,0.079173
0.578670,0.211662,0.141494,0.055885,0.012288
0.673586,0.142766,0.153766,0.008119,0.021763
0.628380,0.139003,0.182699,0.008155,0.041763
0.453226,0.263981,0.215193,0.067260,0.000339
0.281343,0.185618,0.245592,0.087978,0.199468
0.272591,0.187173,0.240692,0.100020,0.199524
0.531203,0.238851,0.128894,0.091771,0.009282
0.559882,0.222754,0.136527,0.069700,0.011137
0.407007,0.235754,0.233096,0.058191,0.065952
0.411402,0.234957,0.235527,0.052179,0.065934
0.422892,0.240170,0.233450,0.050801,0.052687
0.402375,0.243888,0.222116,0.078857,0.052764
0.448820,0.264791,0.212771,0.073266,0.000352
0.472340,0.260437,0.225686,0.041252,0.000285
0.657484,0.342509,0.000001,0.000006,0.000000
0.725936,0.274064,0.000000,0.000000,0.000000
0.335045,0.183258,0.267440,0.028442,0.185815
0.254773,0.197575,0.222546,0.138789,0.186316
0.294531,0.215898,0.216118,0.133970,0.139483
0.207002,0.231377,0.167207,0.254422,0.139992
0.394786,0.313641,0.060793,0.225878,0.004902
0.568893,0.223691,0.127113,0.071593,0.008710
0.632763,0.367236,0.000000,0.000000,0.000000
0.696941,0.303058,0.000000,0.000000,0.000000
0.665196,0.195696,0.080181,0.053809,0.005118
0.669605,0.192467,0.081603,0.051137,0.005189
0.560344,0.197057,0.165050,0.046473,0.031076
0.551980,0.202124,0.162729,0.052539,0.030629
0.687190,0.312810,0.000000,0.000000,0.000000
0.725701,0.274294,0.000000,0.000004,0.000000
0.329359,0.180651,0.268360,0.029125,0.192505
0.285562,0.188491,0.243866,0.089299,0.192782
0.615448,0.230905,0.063896,0.085505,0.004245
0.566358,0.264730,0.047712,0.117897,0.003302
0.555447,0.262092,0.059230,0.119138,0.004093
0.656385,0.194169,0.093300,0.050222,0.005924
0.708415,0.189108,0.046423,0.053006,0.003049
0.615090,0.268411,0.020168,0.094866,0.001465
0.544824,0.455174,0.000000,0.000001,0.000000
0.630395,0.369604,0.000000,0.000001,0.000000
0.628485,0.371515,0.000000,0.000000,0.000000
0.530079,0.469920,0.000000,0.000001,0.000000
0.601471,0.263000,0.029535,0.103914,0.002080
0.623009,0.245314,0.035762,0.093453,0.002462
0.366415,0.232136,0.223126,0.092340,0.085984
0.334248,0.237881,0.205267,0.136475,0.086129
0.391668,0.264103,0.194776,0.129500,0.019953
0.460627,0.251557,0.232727,0.035338,0.019752
0.403003,0.225540,0.243418,0.042220,0.085819
0.376654,0.230299,0.228808,0.078301,0.085938
0.065268,0.086406,0.277227,0.116024,0.455075
0.156212,0.021549,0.405297,0.002472,0.414470
0.198112,0.030154,0.404589,0.002792,0.364352
0.198112,0.030154,0.404589,0.002792,0.364352
0.179805,0.026574,0.405489,0.002632,0.385501
0.179805,0.026574,0.405489,0.002632,0.385501
0.156212,0.021549,0.405297,0.002472,0.414470
0.000004,0.000000,0.852810,0.000000,0.147185
0.000000,-0.000000,0.928175,-0.000000,0.071825
0.000000,-0.000000,1.000000,-0.000000,0.000000
0.000000,0.000000,0.986372,0.000000,0.013627
0.052856,0.001010,0.720847,0.002535,0.222752
0.390669,0.014072,0.435738,0.002028,0.157492
0.389464,0.057886,0.347375,0.003966,0.201309
0.343025,0.052326,0.367384,0.003778,0.233487
0.343025,0.052326,0.367384,0.003778,0.233487
0.413335,0.060558,0.336163,0.004053,0.185891
0.413335,0.060558,0.336163,0.004053,0.185891
0.389464,0.057886,0.347375,0.003966,0.201309
0.272727,0.000000,0.727273,0.000000,0.000000
0.181818,0.000000,0.818182,0.000000,0.000000
0.181818,-0.000000,0.818182,-0.000000,0.000000
0.194805,-0.000000,0.805195,-0.000000,0.000000
0.194805,-0.000000,0.805195,-0.000000,0.000000
0.116883,0.000000,0.883117,0.000000,0.000000
0.298590,0.046463,0.383655,0.003549,0.267742
0.277247,0.043400,0.390159,0.003418,0.285776
0.277247,0.043400,0.390159,0.003418,0.285776
0.327972,0.050403,0.373264,0.003709,0.244651
0.327972,0.050403,0.373264,0.003709,0.244651
0.358300,0.054213,0.361094,0.003843,0.222550
